Date,Close,High,Low,Open,Volume
2007-10-05,30.896223068237305,33.62958736246396,25.53698711802173,27.579332665029565,855215656
2007-10-08,29.314565658569336,31.940437931711458,29.130293116220326,31.940437931711458,126671715
2007-10-09,31.31084442138672,31.58725116900844,27.74825699210877,29.329921759876378,116725709
2007-10-10,31.60260581970215,32.247557638973625,31.326199087321527,32.124708582414165,67931378
2007-10-11,35.13449478149414,36.85436562149196,31.326212027941192,36.85436562149196,106320954
2007-10-12,34.90414047241211,36.209398414700736,34.09027458857068,34.3973941044033,99410791
2007-10-15,35.364830017089844,35.840867904230045,35.05771041206116,35.62588251447947,41814972
2007-10-16,38.97348403930664,39.58772739387044,35.16520190069811,35.41089591006275,138614496
2007-10-17,42.01396179199219,42.99674177127861,32.58538863860356,35.01163413239763,204876259
2007-10-18,40.539791107177734,45.89902920857211,38.80456638965236,42.68962807257307,146617799
2007-10-19,40.40159606933594,42.044686838048165,38.38996009743683,39.61843855395792,110266491
2007-10-22,39.864131927490234,41.107964548184555,38.54351524696544,39.587725141288814,72253405
2007-10-23,42.704986572265625,43.08888603056992,40.846910694727455,40.846910694727455,74594921
2007-10-24,42.044677734375,44.07166758185854,41.56863993620077,43.6109840948357,63055170
2007-10-25,41.95254135131836,42.935325616366825,37.05398266910363,40.616570422934736,34522489
2007-10-26,43.211734771728516,43.90275382462318,41.53793139959775,42.68962982108886,62370025
2007-10-29,44.0870246887207,45.14658886147048,43.70312522983683,43.91811059304209,43657697
2007-10-30,45.06980895996094,46.282928750426564,43.365292863539196,44.68590950115997,79921711
2007-10-31,46.00651931762695,47.0200163297061,45.14658624577994,45.300146020436586,44655368
2007-11-01,44.97765350341797,47.49603466264543,44.60911266232375,47.142848127839834,50632492
2007-11-02,45.79153060913086,46.06794151570488,42.99674208219775,43.34993287047006,32001693
2007-11-05,46.72823715209961,47.75708816849705,45.484400849085056,45.76081169347111,38833135
2007-11-06,47.342491149902344,50.336906816404685,46.69753925015596,47.54211802788739,81880281
2007-11-07,46.65147399902344,48.89344517708875,45.60726830191871,48.21778462746839,33593141
2007-11-08,45.852943420410156,47.0967796571234,44.83945093026516,45.45368981291643,27990521
2007-11-12,46.95860290527344,47.7878275692312,43.25780887903416,44.47093307897671,35153735
2007-11-13,48.0795783996582,49.047004189621056,46.2368610223668,47.75710452486248,43830531
2007-11-14,47.45000076293945,49.599838419013615,47.20430253147046,48.924173489445195,36738579
2007-11-15,48.248497009277344,49.093075813341294,47.34249262596028,48.340631212581314,29242252
2007-11-16,47.91065979003906,49.000932469265756,47.357842129617204,48.0335067704966,18895294
2007-11-19,49.64588928222656,51.44253956828878,48.63239638525592,49.00093736343811,40716718
2007-11-20,48.87807083129883,50.82828012005197,48.27918625349524,49.44624263180433,26342171
2007-11-21,45.06980895996094,49.46161710241373,43.97953199762075,49.16985601307043,26814499
2007-11-22,43.51884078979492,46.405767265858756,41.63005680023265,44.59375898156243,34096185
2007-11-23,46.40577697753906,46.68218373729576,43.795256657063334,46.375064189660435,27664090
2007-11-26,46.774322509765625,48.12564781840213,46.40578151590614,48.12564781840213,20159123
2007-11-27,45.62262725830078,47.57283754491011,45.1465935461193,47.57283754491011,20573198
2007-11-28,44.94694900512695,46.835737305276,44.639829498185634,46.62075198418711,16435311
2007-11-29,43.73382568359375,46.313628486489186,43.165653811595604,46.06793456833707,25530967
2007-11-30,45.422996520996094,45.69940330364595,43.918111446057296,44.53235059220177,18437721
2007-12-03,46.06794738769531,46.636119417799065,45.62262235085234,45.97580901856795,16851227
2007-12-04,45.469058990478516,46.75896273216917,45.1312266614095,46.375063304948775,14008727
2007-12-05,47.281044006347656,47.449962184190944,45.45368598374722,45.54582014215362,27725290
2007-12-06,46.40577697753906,49.031647443590906,45.80689219341999,48.3099156735328,24104710
2007-12-07,46.206138610839844,47.357836731813435,45.37691846308375,46.69753064223687,11742386
2007-12-10,46.252220153808594,46.820388020712805,45.65333533149109,46.65147392496978,8330010
2007-12-11,46.03723907470703,46.927885069424846,45.80689937785366,46.6668325798758,11685950
2007-12-12,46.00651931762695,46.421131542314995,45.14658624577994,45.45370579509323,16342131
2007-12-13,45.238731384277344,46.68219528134812,45.06981725753728,46.06795603418209,14620172
2007-12-14,44.793399810791016,45.49977734261516,44.56306012628713,45.08516507739297,10991851
2007-12-17,42.09075164794922,45.3001531065355,41.46115397402656,45.05445492930612,19355678
2007-12-18,41.90647506713867,43.30386743584714,40.601216902635436,41.61470981119589,21607783
2007-12-19,41.138671875,43.626340951554525,40.785485241453905,43.25779584185189,19526912
2007-12-20,40.72405242919922,42.0139559183003,40.5397799071027,41.67612365538577,17105204
2007-12-24,41.967891693115234,42.62819779057792,41.00046192748343,41.33829421345209,16711519
2007-12-26,43.24244689941406,43.76455184204467,42.198241179728676,42.198241179728676,20930094
2007-12-27,43.54957580566406,44.74734156918583,43.18103057123734,44.13310228885911,44565277
2007-12-28,43.887393951416016,44.07166650862264,42.99674395251322,43.457423262742104,18354518
2007-12-31,44.20987319946289,44.47092567357681,43.672413938583134,44.225231677690694,11982308
2008-01-01,45.023738861083984,45.43835112046589,44.0256002422937,44.4402125016756,16687746
2008-01-02,44.778053283691406,45.36157975277818,44.11774690642015,45.023747323651115,13437280
2008-01-03,46.62076187133789,46.80503444769748,43.964178406012515,44.501637657142105,31815218
2008-01-04,46.37506866455078,47.91066655090255,46.06794908728043,47.29642739636184,28011310
2008-01-07,45.99116134643555,47.05072120790181,45.49976927352395,46.08329553766735,15858063
2008-01-08,44.42484664916992,46.68217577225287,43.88738753251088,46.03722399914706,13282666
2008-01-09,43.71846389770508,44.67053504816217,43.610971254567716,44.470908234092356,13113527
2008-01-10,42.67426681518555,45.14658142236313,42.38250160827964,43.91810335635937,18023003
2008-01-11,43.319217681884766,43.73382985317328,41.614701903381956,43.257792113703154,11629440
2008-01-14,43.979515075683594,44.44019424898987,42.70497019598439,43.3959889559438,10264240
2008-01-15,42.643558502197266,44.87017523032115,42.29037185429961,44.68590683355749,11558334
2008-01-16,41.76826858520508,42.68962726727979,40.708708600164535,42.33644060559961,14834065
2008-01-17,42.88924789428711,43.84131913424129,41.031172504175395,41.92181818068429,16169395
2008-01-18,40.892974853515625,42.58213217641822,40.53978408081235,42.53606091696997,13254156
2008-01-21,33.93670654296875,40.53977452083432,29.56025242834061,40.53977452083432,33202389
2008-01-22,30.527677536010742,32.24754710365946,24.247083794563437,30.589101002829583,58755707
2008-01-23,33.93670654296875,35.24196416650032,31.019071855074664,31.019071855074664,28425991
2008-01-24,34.01350021362305,36.4243896361504,32.4011224945894,35.76408340337557,29911930
